Date,Month,Year,costType,expenseType,itemVendor,Amount,createdAt,updatedAt,createdBy
11-Sep-24,Sep,2024,Food Cost,Biryani Masala,ZELLE TO SREE VIGNA VINODHA INC ON 09/11 REF #PP0SH7QXTP 20OF30,3500,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Sep-24,Sep,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,79.24,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Sep-24,Sep,2024,Payroll Other taxes,Payroll Taxes,BUSINESS TO BUSINESS ACH PAYCHEX TPS TAXES 091224 08844100004667X PRNG RESTO LLC,590.27,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Sep-24,Sep,2024,Utilities,Utilities - Internet,GOOGLE *FIBER W4Z5B8 650-253-0000 CA,70,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Sep-24,Sep,2024,Food Cost,Groceries,SHOPERIES OC LAKE FOREST CA,18.53,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-Sep-24,Sep,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,28,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-Sep-24,Sep,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1934.78,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-Sep-24,Sep,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH LAKE FOREST CA,32.56,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Sep-24,Sep,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,14.42,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Sep-24,Sep,2024,Food Cost,Goods From India,India Parcel,,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Sep-24,Sep,2024,Maintenance,AC Repair,M3 Mechanical,258,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Sep-24,Sep,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYX-PIA-WC WC-PREMIUM 0000046400197 PRNG RESTO LLC,92.43,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Sep-24,Sep,2024,Maintenance,Hood Cleaning,ZELLE TO BRAVO MICAELA ON 09/14 REF #RP0SH9TDZ6 SEP24HOOD,600,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Sep-24,Sep,2024,Maintenance,Maintenance,Andrew Lin ( Car accident settlement),500,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Sep-24,Sep,2024,Maintenance,Water Dispenser,COWAY USA LOS ANGELES CA,65.72,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Sep-24,Sep,2024,Food Cost,Chicken Meat,Bayfoods,693.2,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Sep-24,Sep,2024,Utilities,Utilities-Gas,SO CAL GAS PAID SCGC 240916 0167364704 301601474262468767,88.08,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Sep-24,Sep,2024,Food Cost,Groceries,RALPHS #0299 IRVINE CA,7.98,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Sep-24,Sep,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,146,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-Sep-24,Sep,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 240918 37526-029045895 BIRYANI POT EXPRESS -,218.84,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Sep-24,Sep,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,69.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
20-Sep-24,Sep,2024,Travel,Chef Travel,United International,214.63,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
20-Sep-24,Sep,2024,Food Cost,Groceries,SHOPERIES OC LAKE FOREST CA,39.6,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-Sep-24,Sep,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH LAKE FOREST CA,74.97,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-Sep-24,Sep,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1927.97,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-Sep-24,Sep,2024,Marketing,Vitel Marketing,VITEL GLOBAL COMMUNICA 848-219-8004 NJ,20,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Sep-24,Sep,2024,Food Cost,Containers,RESTAURANTWARE CHICAGO IL,210.01,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Sep-24,Sep,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,14.42,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Sep-24,Sep,2024,Food Cost,Chicken Meat,Bayfoods,557.2,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Sep-24,Sep,2024,Utilities,Utilities-Gas,SO CAL GAS PAID SCGC 240920 1726646520 301601474262861272,1080.9,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Sep-24,Sep,2024,Food Cost,Containers,ZELLE TO KANIE SHINNOSUKE ON 09/23 REF #RP0SHFNP9F 091724,913,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Sep-24,Sep,2024,Food Cost,Goat Meat,ZELLE TO MEHIDI ON 09/23 REF #PP0SHFKLC7,2273.72,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Sep-24,Sep,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,185,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Sep-24,Sep,2024,Automobile,Van Payment,WELLS FARGO AUTO DRAFT 240924 518452242600 RINDA K SAMA,748.38,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Sep-24,Sep,2024,Utilities,Utilities - Electricity,SO CAL EDISON CO DIRECTPAY 700846657874 PRNG RESTO LLC,295.84,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Sep-24,Sep,2024,Insurance,Van Insurance,MERCURY INS PAYMENT 000000 1000543412-1126 PRNG RESTO LLC,179.5,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Sep-24,Sep,2024,Marketing,FB Marketing,FACEBK *AXZLUB4HM2 MENLO PARK CA,10,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Sep-24,Sep,2024,Utilities,Utilities - Electricity,BUSINESS TO BUSINESS ACH SO CAL EDISON CO DIRECTPAY 700739558861 PRNG RESTO LLC,2285.77,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Sep-24,Sep,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 240925 37553-029071335 BIRYANI POT EXPRESS -,257.97,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Sep-24,Sep,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,77.95,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Sep-24,Sep,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,4.4,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-Sep-24,Sep,2024,Food Cost,Chownow Fees,"BUSINESS TO BUSINESS ACH CHOWNOW, INC. CHOWNOW, I ST-T6K2G5G2I6Y9 PRNG RESTO LLC",398,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
27-Sep-24,Sep,2024,Food Cost,Toast Fees,"BUSINESS TO BUSINESS ACH Toast, Inc Toast, Inc ST-J5K5N7C4A6N2 TOAST INC",396,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
27-Sep-24,Sep,2024,Bank Fees,Bank Fees,FINANCE CHARGE,112.16,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Sep-24,Sep,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,25.83,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Sep-24,Sep,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1815.14,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Sep-24,Sep,2024,Food Cost,Groceries,WM SUPERCENTER #5644 IRVINE CA,63.57,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Sep-24,Sep,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,4.4,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Sep-24,Sep,2024,Marketing,Photo Frames,STAPLES 00113506 IRVINE CA,7.53,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Sep-24,Sep,2024,Maintenance,Food tasting,UBER *EATS 8005928996 CA,66.25,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Sep-24,Sep,2024,Food Cost,Groceries,L.A.PRODUCE 310-748-2043 CA,418.27,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Sep-24,Sep,2024,Food Cost,Chicken Meat,Bayfoods,680,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Sep-24,Sep,2024,Utilities,Security,ADT SECURITY*404866280 WWW.ADT.COM FL,56.55,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Sep-24,Sep,2024,Food Cost,Chicken Meat,Bayfoods,1462.8,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Sep-24,Sep,2024,Payroll Other taxes,Payroll Taxes,BUSINESS TO BUSINESS ACH PAYCHEX TPS TAXES 092724 09028100006599X PRNG RESTO LLC,666.55,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Sep-24,Sep,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,77.81,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Sep-24,Sep,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,148,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Oct-24,Oct,2024,Food Cost,Groceries,SJ Distributors,224.5,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Oct-24,Oct,2024,Food Cost,Chicken Meat,Bayfoods,523.6,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Oct-24,Oct,2024,Insurance,Apartment Insurance,LEMONADE I* LEMONADE I NEW YORK CITYNY,9.51,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Oct-24,Oct,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,14.42,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Oct-24,Oct,2024,Marketing,Google Marketing,GOOGLE *ADS9682337307 CC@GOOGLE.COMCA,303.98,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Oct-24,Oct,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYX-PIA-WC WC-PREMIUM 0000046487463 PRNG RESTO LLC,92.43,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Oct-24,Oct,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYCHEX EIB INVOICE 241001 X09036400036348 PRNG RESTO LLC,36.48,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Oct-24,Oct,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,173.63,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Oct-24,Oct,2024,Sales Tax & CPA,Sales Tax,BUSINESS TO BUSINESS ACH CA DEPT TAX FEE CDTFA EPMT 250130 20372533 PRNG RESTO LLC,5079.33,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Oct-24,Oct,2024,Marketing,Vitel Marketing,VITEL GLOBAL COMMUNICA 848-219-8004 NJ,1,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Oct-24,Oct,2024,Rent,Restaurant-Rent,Irvine Company L WEB PMTS 100224 B2YXW PRNG Resto LLC,8665.15,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Oct-24,Oct,2024,Rent,Apartment Rent,Trailside at Los WEB PMTS 100224 XNXT0D PRNG Resto LLC,3856.63,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Oct-24,Oct,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 241002 37576-029094451 BIRYANI POT EXPRESS -,257,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Oct-24,Oct,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 241002 37570-029090299 BIRYANI POT EXPRESS -,235.95,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Oct-24,Oct,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH LAKE FOREST CA,14.17,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Oct-24,Oct,2024,Marketing,Vitel Marketing,VITEL GLOBAL COMMUNICA 848-219-8004 NJ,1,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-Oct-24,Oct,2024,Food Cost,Goat Meat,ZELLE TO MEHIDI ON 10/03 REF #PP0SHLBX9V INV NO 2933 2956,2262.04,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-Oct-24,Oct,2024,Food Cost,Groceries,SHOPERIES OC LAKE FOREST CA,10.77,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
4-Oct-24,Oct,2024,Food Cost,Groceries,Gourmetwala,1000,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
4-Oct-24,Oct,2024,Maintenance,Food tasting,UBER *EATS 8005928996 CA,14.9,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
4-Oct-24,Oct,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,12.59,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
4-Oct-24,Oct,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,2.2,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Oct-24,Oct,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,72.16,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Oct-24,Oct,2024,Food Cost,Groceries,SHOPERIES OC LAKE FOREST CA,9.39,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Oct-24,Oct,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1975.26,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Oct-24,Oct,2024,Food Cost,Groceries,SHOPERIES OC LAKE FOREST CA,14.84,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Oct-24,Oct,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,98,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Oct-24,Oct,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,336.64,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Oct-24,Oct,2024,Maintenance,Maintenance,THE HOME DEPOT #6628 LAGUNA HILLS CA,68.8,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Oct-24,Oct,2024,Food Cost,Groceries,SJ Distributors,485.29,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Oct-24,Oct,2024,Insurance,Restaurant-Insurance,MIDVALE INDEMNITY CO BOSTON MA,2706.99,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Oct-24,Oct,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,40.67,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-Oct-24,Oct,2024,Utilities,Utilities - Internet,COX OR CO COM PHSV 800-234-3993 CA,222.69,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Oct-24,Oct,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 241009 37592-029112358 BIRYANI POT EXPRESS -,17.18,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Oct-24,Oct,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,77.39,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Oct-24,Oct,2024,Food Cost,Chicken Meat,Bayfoods,1208,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Oct-24,Oct,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYCHEX EIB INVOICE 241010 X09022100009222 PRNG RESTO LLC,58,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Oct-24,Oct,2024,Food Cost,Containers,ZELLE TO KANIE SHINNOSUKE ON 10/10 REF #RP0SHPBRHL OCT3,1066,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Oct-24,Oct,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,6.6,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Oct-24,Oct,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,174,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Oct-24,Oct,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,86,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Oct-24,Oct,2024,Food Cost,Groceries,ZELLE TO NCG TRADING ON 10/11 REF #RP0SHPQW4X 1986,1000,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Oct-24,Oct,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,16.6,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Oct-24,Oct,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH LAKE FOREST CA,232,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Oct-24,Oct,2024,Marketing,Photo Frames,STAPLES 00114066 LAKE FOREST CA,23.11,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Oct-24,Oct,2024,Food Cost,Groceries,Pani Puri at Costco,32,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Oct-24,Oct,2024,Food Cost,Groceries,Roti at Costco,35,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Oct-24,Oct,2024,Food Cost,Groceries,Gas for Van at Costco,45,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Oct-24,Oct,2024,Food Cost,Groceries,Water at Ralphs,26,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Oct-24,Oct,2024,Food Cost,Groceries,Water & Ice at Ralphs,40,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Oct-24,Oct,2024,Food Cost,Containers,Straws at Ralphs,3,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Oct-24,Oct,2024,Utilities,Utilities - Internet,GOOGLE *FIBER RWX99W 650-253-0000 CA,70,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Oct-24,Oct,2024,Food Cost,Groceries,SHOPERIES OC LAKE FOREST CA,9.36,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Oct-24,Oct,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,11,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Oct-24,Oct,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,39,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Oct-24,Oct,2024,Food Cost,Chicken Meat,Bayfoods,846.8,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Oct-24,Oct,2024,Food Cost,Groceries,ZELLE TO NCG TRADING ON 10/15 REF #RP0Y5499QQ 1986,1380,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Oct-24,Oct,2024,Maintenance,Water Dispenser,COWAY USA LOS ANGELES CA,65.72,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Food Cost,Chicken Meat,Bayfoods,1412,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Payroll Other taxes,Payroll Taxes,BUSINESS TO BUSINESS ACH PAYCHEX TPS TAXES 101424 09214300003372X PRNG RESTO LLC,606.67,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYX-PIA-WC WC-PREMIUM 0000046607096 PRNG RESTO LLC,92.43,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYCHEX EIB INVOICE 241016 X09215400026040 PRNG RESTO LLC,36.48,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Food Cost,Goat Meat,Aladdin,800,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Food Cost,Goat Meat,ZELLE TO MEHIDI ON 10/16 REF #PP0Y56YDWC GOAT MEAT DELIVERED ON OCT 08,816,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,79.47,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Food Cost,Containers,SP RESTAURANTWARE CHICAGO IL,316.37,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,11.16,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Oct-24,Oct,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,123,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Oct-24,Oct,2024,Food Cost,Groceries,SJ Distributors,470.63,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-Oct-24,Oct,2024,Food Cost,Chicken Meat,Bayfoods,672,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-Oct-24,Oct,2024,LLC Fees,Business License,IRVINE BUSINESS LICENS 949-7247128 CA,72.57,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-Oct-24,Oct,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,28,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Oct-24,Oct,2024,Food Cost,Groceries,Walmart,22,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Oct-24,Oct,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,2231.12,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
20-Oct-24,Oct,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,7.21,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-Oct-24,Oct,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,97.56,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-Oct-24,Oct,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,136,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Oct-24,Oct,2024,Utilities,Utilities-Gas,SO CAL GAS PAID SCGC 240920 1726646520 301601474262861272,1033.23,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Oct-24,Oct,2024,Utilities,Utilities - Electricity,BUSINESS TO BUSINESS ACH SO CAL EDISON CO DIRECTPAY 700739558861 PRNG RESTO LLC,133.17,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Oct-24,Oct,2024,Insurance,Van Insurance,MERCURY INS PAYMENT 000000 1000543412-1126 PRNG RESTO LLC,179.5,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Oct-24,Oct,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,71.69,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Oct-24,Oct,2024,Automobile,Van Payment,WELLS FARGO AUTO DRAFT 240924 518452242600 RINDA K SAMA,748.38,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Oct-24,Oct,2024,Food Cost,Chicken Meat,Bayfoods,496.8,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Oct-24,Oct,2024,Marketing,Photo Frames,STAPLES 00114066 LAKE FOREST CA,19.38,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Oct-24,Oct,2024,Marketing,FB Marketing,FACEBK *AXZLUB4HM2 MENLO PARK CA,24.98,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Oct-24,Oct,2024,Food Cost,Groceries,Gourmetwala,690,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Oct-24,Oct,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 241009 37592-029112358 BIRYANI POT EXPRESS -,283.5,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Oct-24,Oct,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,21,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-Oct-24,Oct,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1950,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-Oct-24,Oct,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,199.21,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-Oct-24,Oct,2024,Maintenance,Equipment,Action Sales,20.48,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
27-Oct-24,Oct,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,7.21,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Oct-24,Oct,2024,Utilities,Utilities - Electricity,BUSINESS TO BUSINESS ACH SO CAL EDISON CO DIRECTPAY 700739558861 PRNG RESTO LLC,1741.29,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Oct-24,Oct,2024,Food Cost,Chownow Fees,"BUSINESS TO BUSINESS ACH CHOWNOW, INC. CHOWNOW, I ST-T6K2G5G2I6Y9 PRNG RESTO LLC",199,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Oct-24,Oct,2024,Food Cost,Toast Fees,"BUSINESS TO BUSINESS ACH Toast, Inc Toast, Inc ST-J5K5N7C4A6N2 TOAST INC",396,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Oct-24,Oct,2024,Bank Fees,Bank Fees,FINANCE CHARGE,120.87,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Oct-24,Oct,2024,Food Cost,Chicken Meat,Bayfoods,728,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Oct-24,Oct,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH LAKE FOREST CA,118.56,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
